2018-06-20 22:16:21,374 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:117] - UserID DDorsey could not be deleted on: somehost.com/instance
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:118] - =====
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:46] - Dropping username: DMazza
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-20 22:16:21,374 [          ORADBUtil.java:main:60] - port: 1521
2018-06-20 22:16:21,375 [          ORADBUtil.java:main:61] - instance: xe
2018-06-20 22:16:21,375 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:117] - UserID DMazza could not be deleted on: localhost/xe
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:118] - =====
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:60] - port: 9999
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:61] - instance: instance
2018-06-20 22:16:23,378 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:117] - UserID DMazza could not be deleted on: somehost.com/instance
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:118] - =====
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:191] - Total number of user IDs to delete: 6.
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:192] - Total number of userIDs failed to fully delete: 6
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:193] - ====================
2018-06-20 22:16:44,396 [          ORADBUtil.java:main:194] - ** COMPLETED **
2018-06-20 22:16:45,416 [       DBUserUpdate.java:main:78] - Email sent.
2018-06-20 22:16:45,416 [       DBUserUpdate.java:main:88] - Completed, exiting
2018-06-21 16:08:53,664 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:08:53,667 [       DBUserUpdate.java:main:78] - Missing commandline arguments
2018-06-21 16:11:03,219 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:11:03,221 [       DBUserUpdate.java:main:80] - Missing commandline arguments
2018-06-21 16:11:55,434 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:12:29,191 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:13:19,453 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:13:19,459 [             DBUtil.java:main:46] - 
2018-06-21 16:13:19,459 [             DBUtil.java:main:47] - In DBUtil, can't find properties file, returning
2018-06-21 16:13:19,955 [         UserReader.java:main:53] - 
2018-06-21 16:13:19,955 [         UserReader.java:main:54] - exiting
2018-06-21 16:13:32,136 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:13:32,142 [             DBUtil.java:main:46] - 
2018-06-21 16:13:32,142 [             DBUtil.java:main:47] - In DBUtil, can't find properties file, returning
2018-06-21 16:13:32,528 [         UserReader.java:main:53] - 
2018-06-21 16:13:32,528 [         UserReader.java:main:54] - exiting
2018-06-21 16:13:52,387 [       DBUserUpdate.java:main:31] - Starting
2018-06-21 16:13:52,828 [         UserReader.java:main:33] - Reading userfile: C:\Users\dutaylor\DBUserUpdate\Users.csv
2018-06-21 16:13:52,830 [           DBReader.java:main:30] - Reading dbfile: C:\Users\dutaylor\DBUserUpdate\OracleDB.csv
2018-06-21 16:13:52,831 [          ORADBUtil.java:main:29] - ** STARTING **
2018-06-21 16:13:52,831 [          ORADBUtil.java:main:30] - ====================
